id,categories,price (CHF),latitude,longitude,city,living_space (m2),num_rooms,floor,num_floors,year_built,is_new_building,is_old_building,year_last_renovated,street,postal_code
4001731939,"['APARTMENT', 'FLAT']",2750.0,47.548844341274,7.579923661998,Basel,61.0,3.0,3.0,,,,,,Bachlettenstrasse 37,4054
4001729795,['APARTMENT'],11270.0,47.546054341274,7.586946661994,Basel,290.0,5.5,15.0,2.0,2018.0,,,,Meret Oppenheim-Platz 1,4053
4001726483,['APARTMENT'],2970.0,47.537114341274,7.599674661993,Basel,,4.5,3.0,,1961.0,,,,Fürstensteinerstrasse 62,4053
4001724979,['APARTMENT'],4490.0,47.566214341278,7.587194661998,Basel,,4.5,1.0,,,,,,Leuengasse 1,4057
4001711671,['APARTMENT'],4720.0,47.566214341278,7.587194661998,Basel,140.0,4.5,1.0,,,,,,Leuengasse 1,4057
4001708992,"['APARTMENT', 'DUPLEX']",4910.0,47.553724341272,7.585538661996,Basel,140.0,4.5,5.0,,2021.0,,,,Steinengraben 36,4051
4001707386,"['APARTMENT', 'FLAT']",2010.0,47.569198341276,7.594385661992,Basel,52.0,3.0,5.0,,,,,,Amerbachstrasse 62,4057
4001705489,"['APARTMENT', 'FLAT']",2390.0,47.569534341272,7.604325661996,Basel,76.0,4.5,1.0,,,,,,Schwarzwaldallee 269,4058
4001669769,"['APARTMENT', 'FLAT']",3050.0,47.545647341278,7.602323661997,Basel,130.0,4.5,1.0,,1995.0,,,,St. Jakobs-Strasse 112,4052
4001669001,"['APARTMENT', 'FLAT']",2900.0,47.552193341275,7.592425661992,Basel,75.0,3.5,3.0,,2010.0,,,,Henric Petri-Strasse 11,4051
4001668863,"['APARTMENT', 'DUPLEX']",3860.0,47.557784341273,7.586678661991,Basel,160.0,4.5,4.0,,1363.0,,True,,Schneidergasse 28,4051
4001668698,"['APARTMENT', 'FLAT']",2490.0,47.545624341272,7.600053661995,Basel,87.0,4.0,2.0,,1951.0,,,2015.0,Jacob Burckhardt-Str. 77,4052
4001668616,"['APARTMENT', 'DUPLEX']",5750.0,47.557993341271,7.580368661996,Basel,210.0,6.5,3.0,,1980.0,,True,2013.0,Missionsstr. 3,4055
4001668168,"['APARTMENT', 'FLAT']",2650.0,47.545734341272,7.568903661996,Basel,95.0,4.0,4.0,,1956.0,,True,2004.0,Holeestr. 108,4054
4001668144,"['APARTMENT', 'FLAT']",2220.0,47.565394341277,7.562204661998,Basel,87.0,5.0,4.0,,,,,,Markircherstrasse 52,4055
4001660017,"['APARTMENT', 'FLAT']",1950.0,47.553708341272,7.569293661997,Basel,63.0,3.0,,,1966.0,,,,Altkircherstrasse 34,4054
4001655940,"['APARTMENT', 'FLAT']",2420.0,47.557554341271,7.576715661992,Basel,55.0,3.5,1.0,,,,,,Birmannsgasse 30,4055
4001609025,"['APARTMENT', 'FLAT']",3820.0,47.558214341271,7.587154661994,Basel,109.0,4.5,1.0,,,,,,Sattelgasse 2,4051
4001598089,"['APARTMENT', 'FLAT']",2550.0,47.558535341271,7.586854661991,Basel,76.0,2.5,4.0,,,,,,Schneidergasse 1,4051
4001591393,"['APARTMENT', 'FLAT']",4380.0,47.550734341278,7.583289661998,Basel,,5.5,5.0,,,,,,Rümelinbachweg 25,4054
4001571078,"['APARTMENT', 'FLAT']",4190.0,47.546735341274,7.620283661997,Basel,112.0,4.5,16.0,,2022.0,True,,,Redingstrasse 24,4052
4001547664,"['APARTMENT', 'FLAT']",2400.0,47.548624341271,7.598923661992,Basel,81.0,4.0,,,1949.0,,,,Sevogelstrasse 144,4052
4001533758,"['APARTMENT', 'STUDIO']",1400.0,47.567446341272,7.596994661997,Basel,31.0,2.0,1.0,,,,,,Feldbergstrasse 137,4057
4001532251,"['APARTMENT', 'FLAT']",2470.0,47.553594341278,7.571079661996,Basel,63.0,4.0,2.0,,1908.0,,,,Sennheimerstrasse 25,4054
4001531428,"['APARTMENT', 'FLAT']",2810.0,47.552540341271,7.615719661991,Basel,88.0,3.0,3.0,,,,,,Baldeggerstrasse 58,4052
4001467528,"['APARTMENT', 'FLAT']",2450.0,47.544964341273,7.592966661993,Basel,45.0,3.5,,,,,,2024.0,Hochstrasse 16,4053
4001443773,"['APARTMENT', 'ATTIC_FLAT']",2940.0,47.560854341274,7.598699661995,Basel,61.0,2.5,5.0,,2024.0,,,2024.0,Rheinfelderstrasse 1,4058
4001325918,"['APARTMENT', 'FLAT']",1940.0,47.568475341271,7.591524661994,Basel,46.0,3.5,4.0,,,,,,Bläsiring 96,4057
3003140449,['APARTMENT'],3080.0,47.560554341279,7.595977661999,Basel,,,3.0,4.0,1964.0,,True,,Claragraben 39,4058
4001738108,"['APARTMENT', 'FLAT']",5410.0,47.561794341272,7.596313661998,Basel,210.0,6.0,1.0,,,,True,2024.0,Clarahofweg 5A,4058
4001824796,"['APARTMENT', 'FLAT']",3650.0,47.560864341278,7.595548661991,Basel,140.0,5.5,1.0,,1964.0,,,2016.0,Claragraben 49,4058
4001824381,"['APARTMENT', 'ROOF_FLAT']",2900.0,47.582544341276,7.596080661993,Basel,130.0,4.5,2.0,,1893.0,,,,Neuhausstrasse 41,4057
4001824380,"['APARTMENT', 'ROOF_FLAT']",7030.0,47.556544341276,7.591036661997,Basel,350.0,4.0,3.0,,1871.0,,True,,Münsterplatz 17,4051
4001823512,"['APARTMENT', 'FLAT']",4070.0,47.550094341278,7.583388661994,Basel,140.0,4.5,5.0,6.0,1934.0,,,2024.0,Birsigstrasse 43/45,4054
4001823511,"['APARTMENT', 'ROOF_FLAT']",3320.0,47.550094341278,7.583388661994,Basel,101.0,4.0,6.0,6.0,1934.0,,,2024.0,Birsigstrasse 43/45,4054
4001820493,"['APARTMENT', 'FLAT']",2090.0,47.568584341271,7.603156661993,Basel,78.0,3.0,3.0,,1999.0,,,,Schönaustrasse 67,4058
4001812962,"['APARTMENT', 'FLAT']",3790.0,47.557114341272,7.582210661991,Basel,107.0,4.5,1.0,,1928.0,,,,Schützenmattstrasse 12,4051
4001811869,"['APARTMENT', 'ROOF_FLAT']",4860.0,47.564276341271,7.594916661992,Basel,170.0,5.5,8.0,,2005.0,,,,Klingentalstrasse 47,4058
4001810900,"['APARTMENT', 'FLAT']",2780.0,47.567498341271,7.564027661992,Basel,100.0,4.5,3.0,,1993.0,,,,Bungestrasse 10,4055
4001779912,"['HOUSE', 'ROW_HOUSE']",3970.0,47.565795341277,7.612295661991,Basel,101.0,5.0,,3.0,,,True,,Kleinriehenstrasse 5,4058
4001779895,"['APARTMENT', 'FLAT']",3250.0,47.539134341275,7.596486661993,Basel,105.0,4.0,,,1932.0,,True,2019.0,Margarethenstrasse 84,4053
4001773403,"['APARTMENT', 'FLAT']",3790.0,47.559604341271,7.585975661991,Basel,140.0,4.0,2.0,,1573.0,,True,,Petersgasse 23,4051
4001771419,"['APARTMENT', 'FLAT']",4460.0,47.564194341273,7.594963661995,Basel,170.0,5.5,4.0,,2005.0,,,,Klingentalstrasse 45,4058
4001765141,"['APARTMENT', 'FLAT']",2100.0,47.549464341272,7.561240661996,Basel,73.0,3.0,2.0,2.0,,,True,,Furkastrasse 85,4054
4001761805,"['APARTMENT', 'FLAT']",2670.0,47.568818341271,7.603959661998,Basel,101.0,4.0,2.0,,1999.0,,,,Schönaustrasse 73,4058
4001760636,"['APARTMENT', 'FLAT']",2840.0,47.557870341274,7.584544661994,Basel,93.0,4.5,3.0,,1988.0,,,2015.0,Petersgraben 49,4051
4001758179,"['APARTMENT', 'FLAT']",3310.0,47.545334341273,7.609304661995,Basel,86.0,4.5,11.0,,2020.0,,,,St. Jakobsstrasse 193,4052
4001676895,"['APARTMENT', 'FLAT']",5230.0,47.537675341277,7.593283661991,Basel,210.0,6.5,,,1989.0,,,2019.0,Bruderholzrain 36,4059
4001663061,"['APARTMENT', 'DUPLEX']",2760.0,47.568924341271,7.597774661997,Basel,89.0,2.5,3.0,,2022.0,,,,Riehenring 174,4058
4001661769,['BIFAMILIAR_HOUSE'],4810.0,47.562244341279,7.585753661995,Basel,180.0,4.5,2.0,,1480.0,,,,Totentanz 13,4051
4001456478,"['APARTMENT', 'FLAT']",2720.0,47.561164341275,7.591514661998,Basel,94.0,2.5,5.0,,,,,,Greifengasse 7,4058
4001011703,"['APARTMENT', 'FLAT']",5000.0,47.548274341273,7.595614661993,Basel,170.0,5.5,2.0,,,,,,Peter Merian-Strasse 28,4052
3001031157,"['APARTMENT', 'STUDIO']",3370.0,47.547304341272,7.593817661999,Basel,26.0,,,,,,,,55 Nauenstrasse,4052
3001031154,"['APARTMENT', 'STUDIO']",3110.0,47.547304341272,7.593817661999,Basel,17.0,,,,,,,,55 Nauenstrasse,4052
4001822375,"['APARTMENT', 'FLAT']",2170.0,47.568494341278,7.610958661997,Basel,86.0,4.0,3.0,,1970.0,,True,2008.0,Laufenburgerstr. 2,4058
4001821490,"['APARTMENT', 'DUPLEX']",7500.0,47.559484341271,7.592446661999,Basel,,6.0,,3.0,1872.0,,,,Oberer Rheinweg 41,4058
4001821137,"['APARTMENT', 'FLAT']",2370.0,47.550454341271,7.583513661994,Basel,77.0,4.0,4.0,,1959.0,,,,Birsigstrasse 40,4054
4001821136,"['APARTMENT', 'FLAT']",2050.0,47.542514341276,7.596033661999,Basel,69.0,3.0,,,1971.0,,,,Güterstrasse 227,4053
4001820431,"['APARTMENT', 'FLAT']",2300.0,47.547085341275,7.609828661991,Basel,57.0,3.5,,,,,,2024.0,Adlerstrasse 30,4052
4001819867,"['APARTMENT', 'FLAT']",2050.0,47.546377341278,7.584223661994,Basel,52.0,2.5,4.0,,,,,,Margarethenstrasse 47,4053
4001817572,"['APARTMENT', 'FLAT']",1150.0,47.554065341279,7.575054661998,Basel,35.0,2.0,4.0,,1963.0,,,,Rudolfstrasse 44,4054
4001813645,['APARTMENT'],2640.0,47.564415341277,7.603837661999,Basel,,4.0,3.0,,1930.0,,,,Mattenstrasse 10,4058
4001810897,"['APARTMENT', 'FLAT']",3180.0,47.561274341279,7.565806661996,Basel,130.0,5.5,2.0,,1979.0,,,2004.0,Blotzheimerstr. 35,4055
4001810866,"['APARTMENT', 'FLAT']",2490.0,47.552244341275,7.605265661995,Basel,84.0,3.5,1.0,,1982.0,,,,Gellertstrasse 2a,4052
4001801452,"['APARTMENT', 'FLAT']",2010.0,47.569198341276,7.594385661992,Basel,52.0,3.0,2.0,,,,,,Amerbachstrasse 64,4057
4001794440,"['APARTMENT', 'FLAT']",2480.0,47.565914341274,7.611507661995,Basel,91.0,4.0,1.0,,1963.0,,,,Paracelsusstrasse 63,4058
4001793319,"['APARTMENT', 'FLAT']",2040.0,47.546604341274,7.565143661992,Basel,54.0,3.0,3.0,,,,,,Holeestrasse 159,4054
4001793291,"['APARTMENT', 'FLAT']",2120.0,47.566144341273,7.595877661996,Basel,63.0,3.0,2.0,,1954.0,,,2012.0,Haltingerstr. 78,4057
4001791314,"['APARTMENT', 'ATTIC_FLAT']",4590.0,47.552193341275,7.592425661992,Basel,130.0,5.5,5.0,,2010.0,,,,Henric Petri-Strasse 11,4051
4001791124,"['APARTMENT', 'FLAT']",3380.0,47.562328341275,7.578138661992,Basel,96.0,4.5,4.0,4.0,1983.0,,,,Friedensgasse 35,4056
4001789990,"['APARTMENT', 'FLAT']",2580.0,47.554874341275,7.613874661995,Basel,109.0,5.0,3.0,,1984.0,,True,,Farnsburgerstr. 45,4052
4001789989,"['APARTMENT', 'FLAT']",1500.0,47.555185341271,7.613688661997,Basel,60.0,3.0,3.0,,1962.0,,,2006.0,Farnsburgerstrasse 37,4052
4001788529,['APARTMENT'],1385.0,47.562014341276,7.567904661991,Basel,,2.0,2.0,,,,,,Häsingerstrasse 44,4055
4001787023,"['APARTMENT', 'FLAT']",1790.0,47.542643341272,7.597383661991,Basel,72.0,2.5,,,2003.0,True,,,Tellstr. 64,4053
4001786426,"['APARTMENT', 'ATTIC_FLAT']",2910.0,47.552193341275,7.592425661992,Basel,84.0,2.5,5.0,,2010.0,,,,Henric Petri-Strasse 11,4051
4001786132,"['APARTMENT', 'FLAT']",8600.0,47.567177341271,7.587056661996,Basel,180.0,5.5,5.0,,,,,2024.0,Oetlingerstrasse 2,4057
4001786131,"['APARTMENT', 'FLAT']",6265.0,47.567177341271,7.587056661996,Basel,131.0,4.5,5.0,,,,,2024.0,Oetlingerstrasse 2,4057
4001783425,"['APARTMENT', 'FLAT']",2050.0,47.553124341276,7.588996661997,Basel,76.0,2.5,3.0,,1986.0,,,2015.0,Steinenvorstadt 27,4051
4001780534,"['APARTMENT', 'ROOF_FLAT']",1557.0,47.571234341273,7.599014661993,Basel,54.0,2.5,3.0,,2015.0,True,,,Tangentenweg 42,4058
4001780530,"['APARTMENT', 'FLAT']",1570.0,47.540456341275,7.595045661996,Basel,69.0,3.5,6.0,,1969.0,True,,2000.0,J.J. Balmer-Strasse 5,4053
4001775292,"['APARTMENT', 'ROOF_FLAT']",2490.0,47.549784341274,7.576857661991,Basel,85.0,3.5,4.0,,,,,,Schweizergasse 39,4054
4001773259,['APARTMENT'],1995.0,47.552784341271,7.618683661996,Basel,,3.5,,,1950.0,,,,Birsstrasse 44,4052
4001772066,"['APARTMENT', 'FLAT']",2435.0,47.555644341271,7.582878661996,Basel,89.0,3.5,1.0,,1968.0,,,2006.0,Schützengraben 9,4051
4001772027,"['APARTMENT', 'FLAT']",1615.0,47.565508341279,7.591363661998,Basel,53.0,2.5,2.0,,1951.0,,,2020.0,Klybeckstr.58,4057
4001771289,"['APARTMENT', 'FLAT']",2730.0,47.546804341278,7.610054661998,Basel,88.0,3.5,,,2024.0,,,2024.0,Adlerstrasse 34,4052
4001771288,"['APARTMENT', 'FLAT']",2225.0,47.546664341279,7.610174661991,Basel,73.0,2.5,,,2024.0,,,,Adlerstrasse 36,4052
4001771004,"['APARTMENT', 'FLAT']",1540.0,47.567655341275,7.597336661999,Basel,46.0,2.5,6.0,,,True,,,Riehenring 141,4058
4001770889,"['APARTMENT', 'FLAT']",1975.0,47.546804341278,7.610054661998,Basel,62.0,2.5,2.0,,2024.0,,,2024.0,Adlerstrasse 34,4052
4001769560,"['APARTMENT', 'FLAT']",1290.0,47.561453341274,7.573385661995,Basel,53.0,2.0,3.0,,1976.0,,,2004.0,Colmarerstrasse 3,4055
4001768832,"['APARTMENT', 'DUPLEX']",4750.0,47.559057341279,7.588294661997,Basel,240.0,5.5,4.0,,,,,,Martinskirchplatz 15,4051
4001765836,"['APARTMENT', 'FLAT']",1865.0,47.560774341279,7.598776661994,Basel,53.0,2.5,3.0,,2024.0,,,,Rheinfelderstrasse 3,4058
4001763108,"['APARTMENT', 'FLAT']",1850.0,47.571454341271,7.590294661998,Basel,71.0,3.5,4.0,,,,,,Klybeckstrasse 190,4057
4001760666,['APARTMENT'],2190.0,47.537114341274,7.599674661993,Basel,,3.5,1.0,,1961.0,,,,Fürstensteinerstrasse 62,4053
4001743947,"['APARTMENT', 'ROOF_FLAT']",2840.0,47.540754341278,7.588660661998,Basel,133.0,4.0,3.0,3.0,1918.0,,,,Gundeldingerstrasse 170,4053
4001740863,"['APARTMENT', 'FLAT']",1015.0,47.569894341274,7.573694661991,Basel,34.0,1.0,,,,,,,Vogesenstr.145,4056
4001739688,"['APARTMENT', 'FLAT']",1370.0,47.582994341273,7.594673661996,Basel,63.0,2.0,2.0,,,,,,Schäferweg 13,4057
4001729235,['APARTMENT'],2250.0,47.540884341276,7.595234661999,Basel,,2.5,,6.0,,,,2024.0,J.J. Balmer-Strasse 1,4053
4001727799,"['APARTMENT', 'DUPLEX']",2528.0,47.562034341279,7.571147661991,Basel,110.0,4.5,5.0,,1968.0,,,2002.0,Hagentalerstrasse 28,4055
4001726718,"['APARTMENT', 'FLAT']",2170.0,47.570394341279,7.602630661996,Basel,71.0,3.5,5.0,,,True,,,Erlenmattstr. 71,4058
4001722722,['BIFAMILIAR_HOUSE'],2730.0,47.542984341271,7.596390661991,Basel,,4.5,,,1912.0,,,,Tellstrasse 38,4053
4001708761,"['APARTMENT', 'FLAT']",1150.0,47.572936341275,7.577126661999,Basel,35.0,1.5,,,,,,,Kraftstrasse 25,4056
4001707463,"['APARTMENT', 'FLAT']",1820.0,47.545734341277,7.600183661992,Basel,76.0,3.0,,,1951.0,,,2015.0,Jacob Burckhardt-Str. 75,4052
4001685916,"['APARTMENT', 'FLAT']",1990.0,47.570424341276,7.595414661992,Basel,71.0,3.0,3.0,,1907.0,,,2012.0,Brombacherstrasse 4,4057
4001679799,"['APARTMENT', 'FLAT']",2020.0,47.550004341279,7.581449661991,Basel,80.0,3.5,2.0,,1965.0,,,2007.0,Pelikanweg 4,4054
4001669764,"['APARTMENT', 'FLAT']",2500.0,47.555384341275,7.588705661992,Basel,85.0,2.5,1.0,,1863.0,True,,,Gerbergasse 70,4001
4001669475,"['APARTMENT', 'FLAT']",1616.0,47.569639341275,7.569176661993,Basel,70.0,3.0,3.0,,1957.0,,True,,Flughafenstrasse 79,4056
4001668880,"['APARTMENT', 'FLAT']",1585.0,47.555185341271,7.613688661997,Basel,75.0,2.5,1.0,,1962.0,,,2006.0,Farnsburgerstrasse 37,4052
4001668781,"['APARTMENT', 'FLAT']",1860.0,47.543524341271,7.592330661992,Basel,76.0,2.5,5.0,,1978.0,,,2015.0,Güterstrasse 180,4053
4001664417,"['APARTMENT', 'FLAT']",1945.0,47.553728341279,7.586079661991,Basel,52.0,2.0,,,,,,,Petersgasse 34 (Vorderhaus),4051
4001564413,"['APARTMENT', 'FLAT']",2105.0,47.543424341272,7.594798661992,Basel,72.0,1.5,1.0,,,,,2024.0,Bruderholzstrasse 45,4053
4001518107,"['APARTMENT', 'FLAT']",1450.0,47.562174341274,7.592354661994,Basel,25.0,1.0,,,,,,2024.0,Teichgässlein 9 / Webergasse 34,4053
4001382839,"['APARTMENT', 'FLAT']",2890.0,47.572849341277,7.599375661999,Basel,80.0,4.5,7.0,,2015.0,,,,Tangentenweg 56,4058
4001380978,"['APARTMENT', 'FLAT']",2430.0,47.572108341277,7.599203661995,Basel,56.0,3.5,7.0,,2015.0,,,,Tangentenweg 50,4058
4001354464,"['APARTMENT', 'FLAT']",3940.0,47.546265341274,7.601043661991,Basel,170.0,4.5,1.0,,1968.0,,,2005.0,St. Jakobs-Strasse 90,4052
4001303686,"['APARTMENT', 'FLAT']",3730.0,47.542375341278,7.598669661992,Basel,130.0,4.5,3.0,,,,,,Thiersteinerallee 19,4053
4001257807,"['APARTMENT', 'FLAT']",3290.0,47.540824341279,7.598907661997,Basel,89.0,4.5,5.0,,1978.0,,,2019.0,Laufenstrasse 41,4053
4001141756,"['APARTMENT', 'FLAT']",1960.0,47.568475341271,7.591524661994,Basel,47.0,3.5,5.0,,,,,,Bläsiring 96,4057
4000905782,"['APARTMENT', 'FLAT']",2120.0,47.559316341275,7.596053661997,Basel,,3.0,1.0,,,,,,Rebgasse 64,4058
4001810413,"['APARTMENT', 'DUPLEX']",6280.0,47.554724341277,7.597843661991,Basel,170.0,5.0,2.0,,,,,,Mühlenberg 5,4052
4001658137,"['APARTMENT', 'FLAT']",2940.0,47.562954341277,7.573294661997,Basel,46.0,2.5,6.0,,1959.0,,,2024.0,Kannenfeldstrasse 15,4056
4001638473,"['APARTMENT', 'FLAT']",2530.0,47.546225341271,7.613019661995,Basel,81.0,3.5,2.0,,2022.0,,,,Singerweg 2,4052
4001453108,"['APARTMENT', 'FLAT']",2600.0,47.563604341271,7.575706661993,Basel,46.0,2.5,,,1959.0,,,2024.0,Kannenfeldstrasse 15,4056
4001453106,"['APARTMENT', 'FLAT']",2700.0,47.563604341271,7.575706661993,Basel,46.0,2.5,,,1959.0,,,2024.0,Kannenfeldstrasse 15,4056
4001824795,"['APARTMENT', 'FLAT']",2980.0,47.564074341274,7.593514661995,Basel,130.0,5.5,2.0,,,,,,Claragraben 116,4057
4001824382,"['APARTMENT', 'FLAT']",2670.0,47.563930341275,7.627329661995,Basel,78.0,4.5,2.0,,2024.0,True,,,Landauerstrasse 23a,4058
4001824254,"['APARTMENT', 'FLAT']",2000.0,47.568304341277,7.603234661994,Basel,75.0,4.0,5.0,,,,,,Schönaustrasse 56,4058
4001821175,"['APARTMENT', 'FLAT']",2240.0,47.562146341272,7.606483661991,Basel,89.0,4.5,4.0,,1968.0,,,,Itelpfad 4,4058
4001816660,"['APARTMENT', 'FLAT']",2120.0,47.563454341274,7.615306661991,Basel,77.0,4.5,1.0,,1954.0,,,2009.0,Magdenstrasse 21,4058
4001811936,"['APARTMENT', 'FLAT']",2350.0,47.565860341278,7.599623661993,Basel,73.0,4.0,5.0,,1974.0,,,2015.0,Isteinerstrasse 72,4058
4001811933,"['APARTMENT', 'DUPLEX']",3270.0,47.560624341275,7.594617661991,Basel,140.0,3.0,3.0,,1872.0,,True,,Rebgasse 13,4058
4001811929,"['APARTMENT', 'FLAT']",2580.0,47.580806341278,7.589716661997,Basel,99.0,4.5,1.0,,1985.0,,,,Giessliweg 51,4057
4001808217,"['APARTMENT', 'FLAT']",1570.0,47.568834341276,7.567235661993,Basel,71.0,3.0,,,1958.0,,,,Gustav Wenk-Strasse 49,4056
4001807219,"['APARTMENT', 'LOFT']",2360.0,47.567964341272,7.564746661993,Basel,105.0,2.5,4.0,,1993.0,,,,Bungestrasse 18,4055
4001803161,"['APARTMENT', 'FLAT']",2790.0,47.569475341277,7.581640661997,Basel,103.0,4.0,2.0,7.0,1968.0,,,2018.0,Mülhauserstrasse 26,4056
4001799620,"['APARTMENT', 'FLAT']",2040.0,47.552294341272,7.584386661997,Basel,90.0,3.5,5.0,,,,,2024.0,Auberg 15,4051
4001788855,"['APARTMENT', 'FLAT']",1645.0,47.555094341277,7.615204661994,Basel,64.0,3.0,,,1952.0,,,2020.0,Wildensteinerstrasse 23,4052
4001764439,"['APARTMENT', 'FLAT']",2375.0,47.564084341275,7.557279661991,Basel,95.0,4.5,2.0,5.0,2017.0,True,,,Belforterstrasse 146,4055
4001750748,"['APARTMENT', 'DUPLEX']",1947.0,47.566285341276,7.599355661997,Basel,79.0,3.0,4.0,2.0,,,,,Isteinerstrasse 84,4058
4001748328,"['APARTMENT', 'ATTIC_FLAT']",3198.0,47.580404341274,7.590036661991,Basel,99.0,3.0,6.0,6.0,2022.0,,,,Giessliweg 58a,4057
4001736640,"['APARTMENT', 'FLAT']",2060.0,47.568310341279,7.577007661998,Basel,77.0,4.0,,,1993.0,,,,Landskronstrasse 47,4056
4001730841,"['APARTMENT', 'FLAT']",1785.0,47.560584341272,7.594944661996,Basel,73.0,3.0,1.0,,,,,,Dolderweg 2,4058
4001726088,"['APARTMENT', 'FLAT']",1695.0,47.563954341273,7.558183661994,Basel,73.0,3.0,3.0,,1959.0,,,2007.0,Roggenburgstrasse 35,4055
4001687289,"['APARTMENT', 'FLAT']",1650.0,47.570354341272,7.568978661999,Basel,69.0,3.0,,,1958.0,,,,Flughafenstrasse 89,4056
4001673626,"['APARTMENT', 'FLAT']",1930.0,47.536034341276,7.599063661994,Basel,65.0,2.5,,,,,,,Albert Schweitzer-Strasse 10,4059
4001649466,"['APARTMENT', 'FLAT']",1890.0,47.543495341271,7.589713661994,Basel,78.0,3.0,1.0,,,,,,Solothurnerstrasse 62,4053
4001575895,"['APARTMENT', 'FLAT']",1740.0,47.580839341279,7.591670661998,Basel,72.0,3.5,,,,,,,Kleinhüningerstrasse 204,4057
4001539066,"['APARTMENT', 'FLAT']",1980.0,47.569368341278,7.597535661993,Basel,100.0,4.0,1.0,,,,,,Inselstrasse 76,4057
4001529736,"['APARTMENT', 'FLAT']",2580.0,47.550174341276,7.595326661991,Basel,85.0,3.0,4.0,,1943.0,,,,Sankt Jakob-Strasse 14,4052
4001426140,['APARTMENT'],1580.0,47.564698341271,7.561965661995,Basel,73.0,3.0,4.0,,,,,2018.0,Markircherstrasse 43,4055
4001230542,"['APARTMENT', 'FLAT']",1740.0,47.576723341278,7.590978661998,Basel,67.0,3.5,2.0,,,,,2020.0,Inselstrasse 76,4057
4001813019,"['APARTMENT', 'FLAT']",2225.0,47.547033341273,7.606185661993,Basel,77.0,3.0,3.0,,1950.0,,,1984.0,Engelgasse 123,4052
4001810545,['APARTMENT'],2280.0,47.548604341279,7.593184661994,Basel,,4.0,1.0,,,,,,Parkweg 25,4052
4001810386,['APARTMENT'],2680.0,47.569874341273,7.591183661994,Basel,,4.5,3.0,,,,,,Markgräflerstrasse 16,4057
4001802974,"['APARTMENT', 'SINGLE_ROOM']",1000.0,47.569005341275,7.594023661996,Basel,12.0,2.0,,,,,,,Amerbachstrasse 64,4057
4001791339,['APARTMENT'],2610.0,47.566224341279,7.588829661996,Basel,,4.5,2.0,,1961.0,,,,Breisacherstrasse 49,4057
4001791315,"['APARTMENT', 'FLAT']",2940.0,47.542504341273,7.597305661993,Basel,95.0,4.5,3.0,,2003.0,True,,,Tellstr. 66,4053
4001791127,"['APARTMENT', 'FLAT']",3380.0,47.562328341275,7.578138661992,Basel,94.0,4.5,,,1983.0,,,,Friedensgasse 35,4056
4001791126,"['APARTMENT', 'FLAT']",2720.0,47.562328341275,7.578138661992,Basel,73.0,3.5,3.0,,1983.0,,,,Friedensgasse 35,4056
4001791125,"['APARTMENT', 'FLAT']",2720.0,47.562328341275,7.578138661992,Basel,73.0,3.5,1.0,,1983.0,,,,Friedensgasse 35,4056
4001786130,"['APARTMENT', 'FLAT']",,47.567177341271,7.587056661996,Basel,,4.5,,,,,,2024.0,Oetlingerstrasse 2,4057
4001769742,"['APARTMENT', 'FLAT']",2720.0,47.559885341275,7.615114661998,Basel,130.0,4.5,4.0,,,,,,Eisenbahnweg 10,4058
4001714971,"['APARTMENT', 'FLAT']",2340.0,47.576424341277,7.589979661995,Basel,75.0,4.5,6.0,,1971.0,,,,Holderstr. 7,4057
4001692906,"['APARTMENT', 'FLAT']",,47.550334341275,7.588916661998,Basel,96.0,4.5,5.0,,2025.0,,,,Wallstrasse 22,4051
4001681423,"['APARTMENT', 'FLAT']",2130.0,47.567484341276,7.596639661998,Basel,67.0,3.5,5.0,,,,,,Efringerstrasse 2,4057
4001669081,"['APARTMENT', 'FLAT']",2710.0,47.546644341274,7.564539661991,Basel,130.0,4.5,2.0,,,,,,Neubadstrasse 146,4054
4001668214,"['APARTMENT', 'FLAT']",2500.0,47.566695341272,7.595178661993,Basel,100.0,4.5,2.0,,1981.0,,,,Hammerstr. 121,4057
4001662645,"['APARTMENT', 'FLAT']",2440.0,47.541674341274,7.592288661991,Basel,64.0,3.0,3.0,,,,,,Dornacherstrasse 160,4053
4001655340,"['APARTMENT', 'FLAT']",1740.0,47.539554341278,7.602796661992,Basel,42.0,2.5,3.0,,,,,,Reinacherstrasse 66,4053
4001644634,"['APARTMENT', 'FLAT']",3350.0,47.553555341271,7.573935661995,Basel,103.0,4.5,,,,,,,Belchenstrasse 18,4054
4001531287,"['APARTMENT', 'FLAT']",2460.0,47.556745341278,7.566810661997,Basel,84.0,4.5,,,1948.0,,,2018.0,St. Galler-Ring 80,4055
4001525748,['APARTMENT'],3200.0,47.559884341277,7.563673661991,Basel,,4.5,2.0,,,,,,Im Ettingerhof 7,4055
4001518185,"['APARTMENT', 'FLAT']",2190.0,47.544964341273,7.592966661993,Basel,39.0,2.0,,,,,,2024.0,Teichgässlein 9 / Webergasse 34,4053
4001505470,"['APARTMENT', 'SINGLE_ROOM']",1180.0,47.550074341274,7.596035661998,Basel,,2.0,2.0,,2020.0,,,,Gartenstrasse,4000
4001505467,"['APARTMENT', 'SINGLE_ROOM']",1220.0,47.563804341275,7.593717661998,Basel,,2.0,2.0,,2020.0,,,,Gartenstrasse,4000
4001483087,"['APARTMENT', 'FLAT']",3090.0,47.556558341276,7.583909661992,Basel,96.0,4.5,4.0,,1975.0,,,,Leonhardsgraben 8,4051
